Rating,Address,ReviewDate,Description,Cleaned_Description,BERT_Sentiment_Label,BERT_Sentiment_Score,,,,
5,"2933 Cleo Ct Redding, CA 96001",2023-04-10,"We recently bought our house with Dustin as our agent and we would highly recommend him to anyone looking to buy or sell their home. He was recommended to us by a family member who has used him as their agent multiple times to buy and sell their homes in the last 15 years and they were very pleased with him. He has been working in real estate in our area for a very long time, so he has great knowledge of neighborhoods and price points. We are very busy, so it was nice that he was always available for us during all hours of the day when we had time to meet and go look at houses. We are first time home buyers with limited knowledge of the whole home-buying process, but he explained everything to us very well. Overall, he was able to make the stressful experience of buying a home much easier and less stressful for us, and we would highly recommend him to anyone in the market.",recently buy house dustin agent highly recommend look buy sell home recommend family member agent multiple time buy sell home 15 year pleased work real estate area long time great knowledge neighborhood price point busy nice available hour day time meet look house time home buyer limited knowledge home buying process explain overall able stressful experience buy home easy stressful highly recommend market,POSITIVE,0.999134838581085,,,,
5,"41932 Centre Ct, Big Bear Lake, CA 92315",2021-02-04,"We worked with Gary on the recent purchase, Jan. 2021, of our home in the Eagle Knoll area of Big Bear Lake, CA.  During our 4 month search, Gary was  available, adept and focused on not only helping us find a home to buy, but helping us find the RIGHT home and area for us.  He knows the community, the benefits and challenges, and most importantly how to get things done.  If you want honest, fair quality representation in finding a home, or selling one for that matter, from a guy with a no-nonsense approach, then i would highly recommend Gary Doss.  if you have any questions, please feel free to write me.  Stan Herskovitz",work gary recent purchase jan 2021 home eagle knoll area big bear lake 4 month search gary available adept focus help find home buy help find right home area know community benefit challenge importantly thing want honest fair quality representation find home sell matter guy nonsense approach highly recommend gary doss question feel free write stan herskovitz,POSITIVE,0.93574845790863,,,,
5,"5919 Chula Vista Way APT 7, Los Angeles, CA 90068",2018-05-31,"Stephen was wonderful to work with - he sent me lots of listings, was flexible with my schedule so that we could visit several properties, gave me helpful advice about which offers to make and what to walk away from, and was just a lovely person to talk to and go through this arduous process with...I am so so happy with the home he helped me buy, and grateful for his expertise and guidance.",stephen wonderful work send lot listing flexible schedule visit property give helpful advice offer walk away lovely person talk arduous process happy home help buy grateful expertise guidance,POSITIVE,0.996479451656342,,,,
5,"49111 Woodgrove Cmn Fremont, CA 94539",2023-05-03,She has great knowledge related to schools in Fremont and Milpitas area. She is very Professional and has good work ethics and she helped us a lot to find a right house which we have been looking for and I highly recommend Sandhya to be your Realtor to find your dream house.,great knowledge relate school fremont milpita area professional good work ethic help lot find right house look highly recommend sandhya realtor find dream house,POSITIVE,0.999639630317688,,,,
5,"7549 Stearman Way Citrus Heights, CA 95621",2022-07-04,"We hired Angie to help us find our house, you have to understand what a big purchase a house is and when your looking you have your things you must have, a certain style of kitchen,, or RV access,, we had a long list and Angie knew that I was a picky buyer, well we bought a house, we saw so much nice stuff in and below our price range, Angie was soooo super helpful and patient, I would reccomend her to anybody, we still have a friendship to this day, Realator becomes friend,, Thank you",hire angie help find house understand big purchase house look thing certain style kitchen rv access long list angie know picky buyer buy house see nice stuff price range angie soooo super helpful patient reccomend anybody friendship day realator friend thank,POSITIVE,0.990097761154175,,,,
5,"13322 Lakewood Blvd Bellflower, CA 90706",2023-05-09,"I am a first time home buyer and was recommended by a close friend to contact Kris. I could not ask for a more professional team than Kris and Mikail.They went above and beyond and helped me with every step of the buying process. I appreciated them staying in constant contact with me and answered any question that I had. Their years of experience allowed them to provide all contacts and resources necessary to find, buy, and move into our new home.Thank you Kris and Mikail with helping my family find our home.",time home buyer recommend close friend contact kris ask professional team kris go help step buying process appreciate stay constant contact answer question year experience allow provide contact resource necessary find buy new kris mikail help family find home,POSITIVE,0.973474621772766,,,,
5,"4656 Josie Ave, Lakewood, CA 90713",2017-07-03,"Morris did an excellent job helping us through the process of buying our first home. It being out first home and not knowing what the process was like, Morris did a superb job in explaining the steps in the process. He is very knowledgeable as a realtor. Working with Morris was more than just a realtor and his client, it felt more like we were friends or family. He is a complete professional who will make this process easier on you. If you are thinking of buying a home Morris will help you and you won't be disappointed. We have already given his cards and information to friends and family who are looking to buy their first homes. If you need a realtor contact Morris!!!",morris excellent job help process buy home home know process like morris superb job explain step process knowledgeable realtor work morris realtor client feel like friend family complete professional process easy think buy home morris help will disappoint give card information friend family look buy home need realtor contact morris,POSITIVE,0.987362504005432,,,,
5,"2031 San Salvador St, Fairfield, CA 94533",2017-03-12,"Micheal was an amazing person and the perfect person to help us find a home.! He had all the answers to my questions and was always there when I needed him, he gave me various options all within what I was asking for he was very honest with his opinions when showing the homes wether it was negative or positive I could tell he was really there to help me find the right home.",micheal amazing person perfect person help find home answer question need give option ask honest opinion show home wether negative positive tell help find right home,POSITIVE,0.999170660972595,,,,
5,"213 Comet Ct, Bakersfield, CA 93308",2021-06-03,Carlos has assisted my family with home purchases for the past three generations! It’s been a pleasure working with Carlos and highly recommend him. Thank you Carlos for making this process stress free and easy!,carlos assist family home purchase past generation pleasure work carlos highly recommend thank carlos make process stress free easy,POSITIVE,0.99958735704422,,,,
5,"2027 Graydon Ave Monrovia, CA 91016",2022-09-26,"If you're unsure of how to find a realtor like we were, know this: Kofen genuinely cares about her clients, is extremely knowledgeable about what she does, and will do everything in her power to help you get what you want. She will stay with you for hours as you talk to sellers. She will think about and dig up all the relevant information that you need to make a decision. She will be indignant on your behalf and steer you out of rough waters when you run into sticky situations. She will even connect you with the people and agencies who will benefit you AFTER the deal is done. We don't know if we'll ever buy another house in this wild market, but if we do, we'll definitely ask Kofen to work with us again!",unsure find realtor like know kofen genuinely care client extremely knowledgeable power help want stay hour talk seller think dig relevant information need decision indignant behalf steer rough water run sticky situation connect people agency benefit deal know buy house wild market definitely ask kofen work,NEGATIVE,0.953665852546692,,,,
5,"193 Driftwood Ct, Los Banos, CA 93635",2020-09-30,"Blanca made the process stress free, she is a great human being and very profesional and passionate with her job. I am very glad that I meet her and she help me to achieve my dream.",blanca process stress free great human profesional passionate job glad meet help achieve dream,POSITIVE,0.983542442321777,,,,
5,"13903 Sherman Way APT 9, Van Nuys, CA 91405",2012-09-27,Mariano was recommended to me by a friend after having some really negative experiences with another realtor.  I had to fight for the realtor to call me back and since I was unsure of my financing and what exactly I wanted to do I was treated like I didn't exist.  I was about to ready to give up.<br/><br/>Mariano was the total opposite and and helped me every step of the way.  He was always available to take my phone calls and met with me frequently to explain to me what was going on.  I even changed my location of where I wanted to live  half way through the process and even though the area was a little further than he normally worked.  He made it happen for me.  I found a great place and only have positive things to say about Mariano. If I decide to sell or buy again I will definitely be calling him and recommending  him to all my friends.,mariano recommend friend have negative experience realtor fight realtor unsure financing exactly want treat like exist ready total opposite help step way available phone call meet frequently explain go change location want live half way process area little normally work happen find great place positive thing mariano decide sell buy definitely call recommend friend,POSITIVE,0.968836724758148,,,,
5,"1627 Hill Rd Novato, CA 94947",2022-09-27,"Amanda goes above and beyond for her clients, she delivered my house keys to me on the day she was meant to go into labor! She knows her stuff, incredibly detailed in her research, and will guide you through the at times, very s stressful journey, of buying a home.",amanda go client deliver house key day mean labor know stuff incredibly detailed research guide time s stressful journey buy home,POSITIVE,0.997543334960938,,,,
5,"35 Willowgrove, Irvine, CA 92604",2021-09-02,"As first-time homebuyers, it was critical to us that we have an experienced, patient, knowledgeable and caring agent and Colleen was all of this and more. She truly cared that we found the right home for our family and when we did, worked tirelessly to make sure that we go it. Her experience, not only as an agent, but as an appraiser, was invaluable in helping us through the process and getting us the value of our home that we needed and deserved. She offered her advice and recommendations throughout and did so in a way that was caring, knowledgeable and in the best interest for our family without being pushy. This was the first time looking for a home and we could not have done it without Colleen. She helped make a very stressful experience as smooth as possible and helped us feel comfortable in our decisions. If you are looking for an agent to find your new home, look no further than Colleen. We highly recommend her and thank her for helping us find our dream home!",time homebuyer critical experienced patient knowledgeable caring agent colleen truly care find right home family work tirelessly sure experience agent appraiser invaluable help process get value home need deserve offer advice recommendation way care knowledgeable good interest family pushy time look home colleen help stressful experience smooth possible help feel comfortable decision look agent find new home look colleen highly recommend thank help find dream home,POSITIVE,0.99845826625824,,,,
5,"1380 W Capitol Dr UNIT 116, Los Angeles, CA 90732",2020-12-05,A++++ service and expertise. I was not familiar with the area but the Boussard group made me feel at ease and really ensured that I was taken care of. Would hire as my buying agent again.,service expertise familiar area boussard group feel ease ensure take care hire buying agent,POSITIVE,0.998444259166718,,,,
5,"19303 Pine Mountain Dr Groveland, CA 95321",2022-07-22,"We worked with Jeremie to buy our house in Groveland, and he was a pleasure to work with. He is ultra-responsive and knowledgeable about the real estate industry in the area. He knew all the insider information about the location and was generous with his time through the process to share that information with us with patience and transparency.We live 3+ hours away from the area, and knowing Jeremie was part of the local community was a big driver of why he was such a big asset as our agent. He drove the entire home sale process from end to end and even helped connect us with contractors after the deal was closed. The combination of the market knowledge, the local network, and always being available made working with him a no-brainer. Thank you, Jeremie - we hope we get to work with you again in the future!!",work jeremie buy house groveland pleasure work ultra responsive knowledgeable real estate industry area know insider information location generous time process share information patience live 3 hour away area know jeremie local community big driver big asset agent drive entire home sale process end end helped connect contractor deal close combination market knowledge local network available work brainer thank jeremie hope work future,POSITIVE,0.99668675661087,,,,
5,"339 E El Sur St, Monrovia, CA 91016",2019-02-12,"Donavan is very skilled at what he does. The whole process from shopping for homes to closing was smooth. There were some expected bumps in the road, but he helped us every step of the way. He was in full contact with multiple parties at odd times in the day to ensure our deadlines were met and that certain processes were set in motion. When we found our eventual forever home, Donavan persuaded us that this is it. There were already multiple offers on the property and was able to convince the listing agent too wait a few days for us to view it and make an offer. This was right around New Year's so everything had to be done quickly. The property ended up appraising for more than the offer price and he was able to negotiate $XX,XXX a substantial amount towards closing costs. Donavan was a professional throughout the entire process and took care of us as if we were his own family. I can't say enough about him other than to recommend him and let him find the homes of your dreams for you. From closing to making an offer took less than a month and that is because Donavan expedited a lot of things thorough his vast network of contacts. Thank you so much Donavan, you have changed our lives forever!",donavan skilled process shop home closing smooth expect bump road help step way contact multiple party odd time day ensure deadline meet certain process set motion find eventual forever home donavan persuade multiple offer property able convince list agent wait day view offer right new year quickly property end appraise offer price able negotiate xx xxx substantial closing cost donavan professional entire process take care family recommend let find home dream close make offer take month donavan expedite lot thing thorough vast network contact thank donavan change life forever,POSITIVE,0.957895517349243,,,,
5,"44520 15th St E UNIT 4, Lancaster, CA 93535",2021-01-22,Shamsa was very easy to work with. quick to respond with any info. needed. pleasant and through. Good communication skills...made the home buying process much easier than I thought it would be..,shamsa easy work quick respond info need pleasant good communication skill home buying process easy think,NEGATIVE,0.985041081905365,,,,
5,"640 Henry St Vallejo, CA 94591",2023-02-22,"Ysabella and Elysse were amazing to work with! As a referral by two coworkers, they quickly became very personable and were very attentive to things I was looking for in a home. They became friends and a huge part of my life in just a short few weeks! I can’t thank both of them enough for making this dream to own a home to grow a family a reality!",ysabella elysse amazing work referral coworker quickly personable attentive thing look home friend huge life short week thank make dream home grow family reality,POSITIVE,0.999667882919312,,,,
5,"7409 Asseri St Bakersfield, CA 93313",2022-10-21,Great agent very knowledgeable of the area. Helpful as well. Got us in contact with one of the lenders and with inspection specialist. Very friendly and understanding as well.,great agent knowledgeable area helpful get contact lender inspection specialist friendly understanding,POSITIVE,0.999417901039124,,,,
5,"294 Hames Rd, Watsonville, CA 95076",2021-09-01,"Loren was our realtor for the purchase of our first house. We did not have any experience with the process and the requirements.Loren provided an outstanding service, guiding us in all steps along the way, supporting in decision making and very efficiently pivoting with the many other stakeholders. By acting with such agility and experience Loren contributed to a much more positive experience from our end.",loren realtor purchase house experience process provide outstanding service guide step way support decision making efficiently pivot stakeholder act agility experience loren contribute positive experience end,POSITIVE,0.999436438083649,,,,
5,"1784 Ide Ct, Thousand Oaks, CA 91362",2020-02-13,"Melanie is the most helpful, sincere and hard working person. She went above and beyond for us and we found our dream home with her help. She went to all efforts to see that our needs were met.",melanie helpful sincere hard work person go find dream home help go effort need meet,POSITIVE,0.998943746089935,,,,
5,"153 Alameda De Las Pulgas, Redwood City, CA 94062",2013-11-25,"Colin is one of the best realtors I have ever had the pleasure to work with. He understood exactly what we were looking for in a house, the kind of area we wanted to live in,  and our financial situation to make it happen. With nearly 20 years in the Bay Area, Colin knows the Peninsula like the back of his hand and will find you what you are looking for without wasting your time. He's professional, polished, and 100% transparent. Work with Colin and you can't go wrong!",colin good realtor pleasure work understand exactly look house kind area want live financial situation happen nearly 20 year bay area colin know peninsula like hand find look waste time professional polished 100 transparent work colin wrong,NEGATIVE,0.992763936519623,,,,
5,"609 Calle Juarez San Clemente, CA 92673",2022-02-16,My wife and I had an amazing experience working with Kastin Dick!  After hearing about  many of our friends bad experiences with home buying we were so fortunate to have Kastin represent us in purchasing our first home. She was thorough and professional and it showed throughout the entire process. Her knowledge of the market really helped us make an informed decision and find the house of our dreams in an ultra competitive market.  We would not hesitate to use Kastin Dick again in the future and we would most definitely recommend her to friends or anyone. JH,wife amazing experience work kastin dick hear friend bad experience home buying fortunate kastin represent purchase home thorough professional show entire process knowledge market help informed decision find house dream ultra competitive market hesitate use kastin dick future definitely recommend friend jh,POSITIVE,0.989159166812897,,,,
5,"4634 Glencoe Ave UNIT 5, Los Angeles, CA 90292",2019-07-10,"We asked Danielle to find us a condo.  She listened to our criteria and brought us several appropriate properties, and no inappropriate time-wasters!During the Woolsey fire, while we were evacuated from our home and living in a hotel, Danielle found the perfect condo.  Although we did not have access to our files and documents, Danielle made everything work.  She was extremely patient and diligent; negotiated excellently; wrangled the inspectors, lenders, escrow company. and so on; and solved every problem.We will happily work with her again.",ask danielle find condo listen criterion bring appropriate property inappropriate time woolsey fire evacuate home live hotel danielle find perfect condo access file document danielle work extremely patient diligent negotiate excellently wrangle inspector lender escrow company solve happily work,POSITIVE,0.941901326179504,,,,
5,"19 Wedgewood Ct, Petaluma, CA 94954",2020-10-22,We were very pleased with  all of the service and attention that we received from Joey.  Returns calls and folows up on  all requests right away.  I would recommend him to others.,pleased service attention receive joey return call folow request right away recommend,POSITIVE,0.982927858829498,,,,
5,"201-205 Coleridge St San Francisco, CA 94110",2023-05-18,"If you are looking to buy or sell a property in San Francisco, please do not look further beyond Yesenia Rogers at the Ruth Krishnan team. I have worked with realtors across multiple geographies and can spot a good one from a mile away. Yesenia grew up in San Francisco and knows the city like the back of her hand. Whilst most realtors can tell you if a neighborhood is good or bad, Yesenia will tell you about the pros/cons of that specific block/street within a neighbourhood. The highlight of working with Yesenia is that she never pushes you in any direction and truly cares about getting you a property that meets your needs. She has an amazing ability to highlight the pros and cons of a property so that you are empowered to make the decision. I was amazed that Yesenia would make it a point to highlight the downsides of a property to ensure that I was making a truly informed decision rather than an emotional one. I pivoted my property search in a few different directions during the process and Yesenia always asked the right questions that helped to progress the decision making process. Yesenia was very amenable to accomodate my working style. She runs a buyer analysis to understand your preferences and will work hard to optimize the process so that you do not end up visiting a bunch of properties that don't meet your needs. Yesenia has a great sense of how a property is priced (under/over/at-par) so that's very helpful in making decisions. She has a good reputation amongst the SF realtor community which means that she can help you write a better offer, get clarifications, negotiate the price and terms. I had last minute jitters as I was about to finalize an offer and Yesenia was able to help structure my thoughts so that I could make a logical decision. The entire Ruth Krishnan organization works to make everything like a well oiled engine which implies that the customer does not have a single point of failure which may be the case if you work with a realtor that does not have a team backing them. They make the process as easy as possible for you by ensuring that you can electronically sign documents, preparing a summary of disclosures, comps, being available to answer all questions, referring experts (lawyers, contractors), etc. I never felt pushed to write an offer and Yesenia always put my interests above trying to close a transaction. It is evident that she is trying to build a long term relationship and not close a single transaction. Most importantly, it was a fun and enjoyable experience working with Yesenia on a significant life decision.",look buy sell property san francisco look yesenia roger ruth krishnan team work realtor multiple geography spot good mile away yesenia grow san francisco know city like hand whilst realtor tell neighborhood good bad yesenia tell pro con specific block street neighbourhood highlight work yesenia push direction truly care get property meet need amazing ability highlight pro con property empower decision amazed yesenia point highlight downside property ensure make truly inform decision emotional pivot property search different direction process yesenia ask right question help progress decision making process yesenia amenable accomodate working style run buyer analysis understand preference work hard optimize process end visit bunch property meet need yesenia great sense property price par helpful make decision good reputation sf realtor community mean help write well offer clarification negotiate price term minute jitter finalize offer yesenia able help structure thought logical decision entire ruth krishnan organization work like oil engine imply customer single point failure case work realtor team back process easy possible ensure electronically sign document prepare summary disclosure comp available answer question refer expert lawyer contractor etc felt push write offer yesenia interest try close transaction evident try build long term relationship close single transaction importantly fun enjoyable experience work yesenia significant life decision,POSITIVE,0.989165246486664,,,,
5,"3911 Fairlands Dr Pleasanton, CA 94588",2023-08-05,Martha is one of the best realtors. You can always rely on her as she has tons of experience in this field. She is very good in explaining the buying process and her responsiveness is excellent.,martha good realtor rely ton experience field good explain buying process responsiveness excellent,POSITIVE,0.999490022659302,,,,
5,"5555 Florinda Ave Arcadia, CA 91006",2023-11-19,"I highly recommend Kaylie as a real estate agent. She is professional, friendly, and knowledgeable. She helped us find our dream home in a competitive market. She has a positive attitude and a great sense of humor. She made the whole process enjoyable and stress-free. She also has excellent negotiation skills that got our offer accepted even though there were two higher offers. She communicated with us every step of the way and answered all our questions. She is the best in the real estate business. You can’t go wrong with Kaylie as your agent.",highly recommend kaylie real estate agent professional friendly knowledgeable help find dream home competitive market positive attitude great sense humor process enjoyable stress free excellent negotiation skill get offer accept high offer communicate step way answer question good real estate business wrong kaylie agent,POSITIVE,0.99943608045578,,,,
5,"50 N Midway St Campbell, CA 95008",2024-01-26,Barbara has been a great buyers agent helping us move back from Portland to  Campbell.  We have been working with her for a long time remotely with occasional meetups in the Bay Area.  She did a great job of understanding our needs and budget.  She was great at navigating post closure logistics.,barbara great buyer agent help portland campbell work long time remotely occasional meetup bay area great job understand need budget great navigate post closure logistic,POSITIVE,0.973114132881165,,,,
5,"4905 Pueblo Trl, Copperopolis, CA 95228",2018-09-21,"Barbara made my move from Southern to Northern California an absolute breeze.  With very little notice, she set aside time for me on a Friday evening and Saturday to do a whirlwind home tour and guided me every step of the way through the process of offers, inspections, counter offers, and decisions.  After the first meeting I started calling her my ""new BFF"" because of how comfortable she made me feel and the ease with which we talked and laughed together.  I would highly recommend Barbara to ANY potential home seller or buyer!",barbara southern northern california absolute breeze little notice set aside time friday evening saturday whirlwind home tour guide step way process offer inspection counter offer decision meeting start call new bff comfortable feel ease talk laugh highly recommend barbara potential home seller buyer,POSITIVE,0.995514214038849,,,,
5,"750 Harbor Cliff Way UNIT 108, Oceanside, CA 92054",2016-02-19,"My husband and I decided to buy a home in SoCal from the east coast. We couldn't have asked for a better realtor to help us through the process of buying a home. Jeff worked with us at all different hours of the day, including weekends, and he never made us feel like we were an inconvenience.  As first time home buyers from across the country, Jeff has gone above and beyond to make us feel comfortable each step of the way. He is definitely a hard worker and very passionate about what he does. After a few months of searching for properties, creating a personalized site of listings for us to help narrow our search, driving to view properties for us, recording videos and taking pictures for us to see each property, Jeff finally found the perfect property for our first home. He also knew the entire process for purchasing a home with a VA loan which really helped. He was able to keep us updated and guide us through each step of the process. We highly recommend Jeff to anyone looking to purchase a home. Look no further, Jeff will take the time with you and make the process of buying a home smooth and enjoyable. Thank you again for everything. Semper Fi!The Valenti's",husband decide buy home socal east coast ask well realtor help process buy home jeff work different hour day include weekend feel like inconvenience time home buyer country jeff go feel comfortable step way definitely hard worker passionate month search property create personalized site listing help narrow search drive view property record video take picture property jeff finally find perfect property home know entire process purchase home va loan help able update guide step process highly recommend jeff look purchase home look jeff time process buy home smooth enjoyable thank semper valenti,POSITIVE,0.995942890644074,,,,
5,"7279 Meath Way, North Highlands, CA 95660",2020-08-02,With everything that's going on these days Tarek really made me comfortable with the decision to purchase a home. Throughout the entire process Tarek answered all the questions I had. Its a big decision to buy a home so having someone you I could trust was a huge deal. I would recommend him to any first time buyer and I will definitely be using him again in the future should the need arise,go day tarek comfortable decision purchase home entire process tarek answer question big decision buy home have trust huge deal recommend time buyer definitely future need arise,POSITIVE,0.993449509143829,,,,
5,"1051 Site Dr #271 Brea, CA 92821",2023-04-29,"Mr. Coronado is a very knowledgeable Real Estate Broker who worked very hard to get us into a house in just a few weeks. He also brought  down the price a whole $30,000That was a great help for us. I highly recommend him if you are in need of a good Real Estate Broker, his 30 years experience really backs him up.",mr coronado knowledgeable real estate broker work hard house week bring price great help highly recommend need good real estate broker 30 year experience back,POSITIVE,0.994597673416138,,,,
5,"56 Alisa Cir, Watsonville, CA 95076",2020-07-30,"Sandra Lilly is the only realtor my family has had the pleasure of working with and trusting. Throughout the process, she showed engagement and a professional approach of communication. As a first time buyer, I can say that she made this process a lot smoother than I had imagined. My biggest takeaway from her service was the level of communication and information that she provided for all my first time buyer questions; reaching her was a breeze. All in all, my family and I look forward to working with Sandra on future home inquiries.",sandra lilly realtor family pleasure work trust process show engagement professional approach communication time buyer process lot smooth imagine big takeaway service level communication information provide time buyer question reach breeze family look forward work sandra future home inquiry,POSITIVE,0.996412336826325,,,,
5,"2170 Mcgregor Dr, Rancho Cordova, CA 95670",2021-03-06,Joe was the best and and I will use him as my agent everytime. I got a awesome deal on a property in Sacramento. He was great at helping me understand the process which most agents dont do as well as this guy. Thanks Joe.Eric Salazar,joe good use agent everytime get awesome deal property sacramento great help understand process agent not guy thank salazar,NEGATIVE,0.501044571399689,,,,
5,"1578 Ridge St Redlands, CA 92373",2022-01-17,"Throughly enjoyed the buying process with Aric. From the first call I made to him, he was polite, knowledgeable and willing to help us get the home we wanted. We would use him again in a minute. He set us up with a great lender and kept us abreast of the negotiations and once under contract the timeline of our closing. Aric knows the area so if this is the area you are  wanting to purchase in, call him. Even after the closing, he has kept in touch and gone above and beyond to get us additional history of the house. If we ever need to sell or purchase another home, probably not as he got us our dream home, we will be calling Aric, we loved him!",throughly enjoy buying process aric polite knowledgeable willing help home want use minute set great lender keep abreast negotiation contract timeline closing aric know area area want purchase closing keep touch go additional history house need sell purchase home probably get dream home call aric love,POSITIVE,0.996766805648804,,,,
5,"1319 Barrington Way UNIT 101, Glendale, CA 91206",2019-05-08,"Bruce helped us to purchase our first property. He is very honest and an expert with the real state market. He provided useful information that helped us to make the right choice before purchasing our commercial land. He was always available to answer all the questions, we are glad he was our agent.",bruce help purchase property honest expert real state market provide useful information help right choice purchase commercial land available answer question glad agent,POSITIVE,0.994257569313049,,,,
5,"18631 Milmore Ave, Carson, CA 90746",2017-02-09,"Maricar helped me purchase my first home, a short-sale that took 7 months to close. She was very patient, kind  and very knowledgeable. She gave me sound advises and constant updates on what was happening on each stages of the deal...not to mention that she has a very good sense of humor that reduces the stress of home buying.Should I need a realtor service again in the future, I will definitely hire her service again.",maricar help purchase home short sale take 7 month close patient kind knowledgeable give sound advise constant update happen stage deal mention good sense humor reduce stress home need realtor service future definitely hire service,POSITIVE,0.971855521202087,,,,
5,"1825 Shoreline Dr APT 210, Alameda, CA 94501",2017-07-25,We had a great experience with Narinder Kahlon when we bought our first house in Alameda. Her expertise in the housing market and negotiating is excellent. Hope she'll stick around until we sell this house in the future because we definitely like her as our agent.,great experience narinder kahlon buy house alameda expertise housing market negotiating excellent hope stick sell house future definitely like agent,POSITIVE,0.998780786991119,,,,
5,"20991 Shadow Rock Ln, Trabuco Canyon, CA 92679",2016-12-30,"I was looking for a second home in the OC area and was finding it very difficult to locate, select and buy a home in the price range I was looking for.  The market was moving exceptionally fast.  Darcy quickly identified what I was looking for, set up several searches for key areas and walked me through what to expect in the market.  It was apparent she knew the area and what to expect.  In a few weeks she found a home for me.  This particular house had been listed for about 30 minutes, seriously before she had contacted the other realtor previewed it and had me in it that evening.  I worked with Darcy to make an offer again that evening  and she and Torelli Reality handled the rest.  I was very pleased with both Darcy and Torelli Reality and would use them again should need to buy or sell another home.",look second home oc area find difficult locate select buy home price range look market move exceptionally fast darcy quickly identify look set search key area walk expect market apparent know area expect week find home particular house list 30 minute seriously contact realtor preview evening work darcy offer evening torelli reality handle rest pleased darcy torelli reality use need buy sell home,NEGATIVE,0.876488626003265,,,,
5,"1815 Clare Ln, Santee, CA 92071",2016-06-16,"I purchased my first house with her and I DO appreciate every single tip she gave and walked through with me till this period end. I admit that Im not that easygoing person especially when Im stressful, but whenever I call, ask so many questions, she was always right there to help me. I definitely recommend her. And I would like to thank her once again from here as well!",purchase house appreciate single tip give walk till period end admit m easygoing person especially m stressful ask question right help definitely recommend like thank,POSITIVE,0.999245166778565,,,,
5,"1432 Redmond Ave, San Jose, CA 95120",2020-09-26,"David helped us selling our condo in 2019 and buying a new home in 2020, in both cases I got all the guidence I needed to make educated decisions. All along from pricing a house to navigating on house hidden issues, David was very helpful. In one instance, while in the contract we decided to fumigate the house before closing date, he was always there to reach seller for arranging it. We are glad that we took David's help in finding our home. Finally, we feel like home and happy.",david help sell condo 2019 buy new home 2020 case get guidence need educate decision price house navigate house hide issue david helpful instance contract decide fumigate house closing date reach seller arrange glad take david help find home finally feel like home happy,NEGATIVE,0.657427430152893,,,,
5,"41410 Juniper Street, Unit 2311, Murrieta, CA 92562",2014-02-28,"My experience buying a home through Miguel couldn’t have been better. He was knowledgeable in the area and those surrounding it and he took his time getting to know myself and exactly what I was looking for. I felt I was important to him and my time wasn’t wasted looking at places that didn’t suit me. He quickly responded to emails and phone calls anytime I had questions or concerns. He came highly recommended to me, and I will eagerly recommend him to anyone looking for a home.",experience buy home miguel well knowledgeable area surround take time get know exactly look feel important time waste look place suit quickly respond email phone call anytime question concern come highly recommend eagerly recommend look home,POSITIVE,0.999198377132416,,,,
5,"41 Moonlight Ct South San Francisco, CA 94080",2022-11-17,"We recently closed on our house and couldn't have done it without the help of Kent! He's a top tier agent who went out of his way to help, guide and cheer us. Our home buying experience is not one that is typical, there were some hiccups and bumps on the road to closing but Kent did not give up on us. We highly recommend him to anyone who's looking to buy or invest in real estate. He is knowledgeable, very personable and has a strong connection to lenders, contractors or any real estate related services. Thank you so much, Kent for getting us our dream home! We hope we can work again together in the future.",recently close house help kent tier agent go way help guide cheer home buying experience typical hiccup bump road closing kent highly recommend look buy invest real estate knowledgeable personable strong connection lender contractor real estate relate service thank kent get dream home hope work future,POSITIVE,0.999442875385284,,,,
5,"2950 Corona St, Lemon Grove, CA 91945",2015-08-25,Nitya is very committed and very honest. She goes the extra mile and comes up with creative solutions to the many problems that inevitable arise. She is friendly and can negotiate a satisfactory deal.,nitya committed honest go extra mile come creative solution problem inevitable arise friendly negotiate satisfactory deal,POSITIVE,0.988428056240082,,,,
5,"2712 Oak Rd #58 Walnut Creek, CA 94597",2023-09-23,Iris is very knowledgeable on real-estate buying process. Her professionalism shines through when it comes to timely responsiveness. Her went above and beyond on helping us finding our first home. I would recommend Iris to other for a smooth and no hiccup home buying experience.,iris knowledgeable real estate buying process professionalism shine come timely responsiveness go help find home recommend iris smooth hiccup home buying experience,POSITIVE,0.999238610267639,,,,
5,"20 Marshall Ranch Rd, Douglas City, CA 96024",2014-07-22,"Terri Townzen has been extremely willing and helpful to me in getting answers to numerous real estate questions I have had over the past year. I have not been in the market to purchase another home or property, but Terri would be my first choice in choosing a realtor. She takes as much time and does as much research is needed to answer any question. Terri has a very pleasant and ""go-the-extra mile"" type of personality. I will recommend her to anyone I know who is looking for a home or property. She was not my realtor, but Terri did help in the purchase of my current home.",terri townzen extremely willing helpful get answer numerous real estate question past year market purchase home property terri choice choose realtor take time research need answer question terri pleasant extra mile type personality recommend know look home property realtor terri help purchase current home,POSITIVE,0.993678867816925,,,,
5,"20950 Oxnard St. #37 Woodland Hills, CA, 91367",2014-02-02,"Between myself & my daughter, Jana has been insrumental in negotiating the sale of our previous 2 homes & the purchase of the 2 homes we currently live in. That's 4 out of 4 home transactions over a period of less than 5 years. I don't believe anyone can beat that record. Jana ha",daughter jana insrumental negotiate sale previous 2 home purchase 2 home currently live 4 4 home transaction period 5 year believe beat record jana ha,POSITIVE,0.809102356433868,,,,
